2021-06-08;27714;-44343;16629;0;-72057;;59238;-31524;67888;-112231;38028;-21399;;BRITISH POUND STERLING
2021-06-01;24125;-43200;19075;0;-67325;;64204;-40079;67004;-110204;40451;-21376;;BRITISH POUND STERLING
2021-05-25;30659;-50190;19531;0;-80849;;64193;-33534;63058;-113248;40988;-21457;;BRITISH POUND STERLING
2021-05-18;24900;-45604;20704;0;-70504;;63027;-38127;66577;-112181;42257;-21553;;BRITISH POUND STERLING
2021-05-11;28176;-49576;21400;0;-77752;;64947;-36771;63539;-113115;43759;-22359;;BRITISH POUND STERLING
2023-04-04;-58509;58148;361;116657;0;;16607;-75116;118790;-60642;31176;-30815;;CANADIAN DOLLAR
2023-03-28;-56825;63417;-6592;120242;0;;19672;-76497;124285;-60868;30744;-37336;;CANADIAN DOLLAR
2023-03-21;-56821;64449;-7628;121270;0;;18812;-75633;127798;-63349;29717;-37345;;CANADIAN DOLLAR
2023-03-14;-31715;36369;-4654;68084;0;;60738;-92453;146380;-110011;32106;-36760;;CANADIAN DOLLAR
2023-03-07;-29202;39469;-10267;68671;0;;62108;-91310;104046;-64577;29955;-40222;;CANADIAN DOLLAR
2023-02-28;-36074;38460;-2386;74534;0;;31599;-67673;97390;-58930;31474;-33860;;CANADIAN DOLLAR
2023-02-21;-37503;39753;-2250;77256;0;;21889;-59392;90489;-50736;34967;-37217;;CANADIAN DOLLAR
2023-02-14;-35494;36358;-864;71852;0;;24466;-59960;88778;-52420;33363;-34227;;CANADIAN DOLLAR
2023-02-07;-33091;31946;1145;65037;0;;33292;-66383;80689;-48743;32898;-31753;;CANADIAN DOLLAR
2023-01-31;-30184;27637;2547;57821;0;;26404;-56588;77299;-49662;33382;-30835;;CANADIAN DOLLAR
2023-01-24;-30712;29159;1553;59871;0;;25978;-56690;77571;-48412;30927;-29374;;CANADIAN DOLLAR
2023-01-17;-27259;27488;-229;54747;0;;20897;-48156;75387;-47899;32211;-32440;;CANADIAN DOLLAR
2023-01-10;-30955;27265;3690;58220;0;;22166;-53121;75060;-47795;33283;-29593;;CANADIAN DOLLAR
2023-01-03;-26766;24541;2225;51307;0;;25497;-52263;77624;-53083;31870;-29645;;CANADIAN DOLLAR
2022-12-27;-30033;28426;1607;58459;0;;28879;-58912;78624;-50198;30275;-28668;;CANADIAN DOLLAR
2022-12-20;-26961;22986;3975;49947;0;;39705;-66666;94996;-72010;34768;-30793;;CANADIAN DOLLAR
2022-12-13;-27248;24924;2324;52172;0;;31720;-58968;87471;-62547;32089;-29765;;CANADIAN DOLLAR
2022-12-06;-22090;22905;-815;44995;0;;30717;-52807;79379;-56474;30984;-31799;;CANADIAN DOLLAR
2022-11-29;-16116;13951;2165;30067;0;;35123;-51239;66304;-52353;33375;-31210;;CANADIAN DOLLAR
2022-11-22;-11672;12664;-992;24336;0;;36733;-48405;65508;-52844;30413;-31405;;CANADIAN DOLLAR
2022-11-15;-12920;14229;-1309;27149;0;;37456;-50376;70173;-55944;30478;-31787;;CANADIAN DOLLAR
2022-11-08;-18464;17930;534;36394;0;;39586;-58050;75750;-57820;30370;-29836;;CANADIAN DOLLAR
2022-11-01;-17649;19275;-1626;36924;0;;38522;-56171;74352;-55077;31212;-32838;;CANADIAN DOLLAR
2022-10-25;-18155;18053;102;36208;0;;35607;-53762;74064;-56011;31123;-31021;;CANADIAN DOLLAR
2022-10-18;-20573;25103;-4530;45676;0;;35384;-55957;78895;-53792;29508;-34038;;CANADIAN DOLLAR
2022-10-11;-25672;27366;-1694;53038;0;;32476;-58148;77929;-50563;31136;-32830;;CANADIAN DOLLAR
